Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","012","Algeria","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20182020","2018-2020","g/cap/d","94.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/cap/d","95.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20202022","2020-2022","g/cap/d","95.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","7.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","6.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","6.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","6.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","6.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","6","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","5.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","5.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","4.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","4.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","3.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","3.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","2.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","2.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","2.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","2.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20002002","2000-2002","million No","2.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20012003","2001-2003","million No","2.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20022004","2002-2004","million No","2.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20032005","2003-2005","million No","2.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20042006","2004-2006","million No","2","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20052007","2005-2007","million No","2","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20062008","2006-2008","million No","1.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20072009","2007-2009","million No","1.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20082010","2008-2010","million No","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20092011","2009-2011","million No","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20102012","2010-2012","million No","1.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20112013","2011-2013","million No","1.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20122014","2012-2014","million No","1.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20132015","2013-2015","million No","1","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20142016","2014-2016","million No","1","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20152017","2015-2017","million No","1","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","million No","1","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20192021","2019-2021","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20212023","2021-2023","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","13","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","12.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","11.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","9.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","6.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","6.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","5.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","5.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","11.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","11.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","10.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","8.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","6.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","7.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","6.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","14.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","13.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","12.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","10.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","7.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","5.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","4.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","4.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","22.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","21.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","19.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","17.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","17.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","19","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","19.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","18.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","21.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","20","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","18.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","16.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","17.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","20.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","21.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","20.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","24.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","23","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","21.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","19.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","17.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","17.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","17","A","Official figure","FAO data"
